Cost,Metric,Group_A,Group_B,N_A,N_B,T_stat,P_value
0.2,d,Favorable,Unfavorable,8,6,1.85559228202262,0.088228608392338
0.2,d,Anoxic,Traumatic,5,9,-3.7387297911046,0.00282851278434558
0.25,d,Controls,Coma,20,14,5.26481999975212,9.19596959862562E-06
0.25,d,Controls,Anoxic,20,5,6.28560552838278,2.05542486542663E-06
0.25,d,Controls,Traumatic,20,9,3.54614980045678,0.00145042346737571
0.25,d,Controls,Favorable,20,8,3.65958703622063,0.00112845235910457
0.25,d,Controls,Unfavorable,20,6,5.32667030839516,1.82144197970361E-05
0.25,d,Favorable,Unfavorable,8,6,1.94663134066509,0.0753688142873468
0.25,d,Anoxic,Traumatic,5,9,-3.34621857926488,0.0058207279178461
0.3,d,Controls,Coma,20,14,5.23551988600691,1.00149143385444E-05
0.3,d,Controls,Anoxic,20,5,6.2269747057658,2.36154899136531E-06
0.3,d,Controls,Traumatic,20,9,3.54199423312225,0.00146605451415957
0.3,d,Controls,Favorable,20,8,3.61847152225069,0.00125387498992799
0.3,d,Controls,Unfavorable,20,6,5.38035320213826,1.59144976845163E-05
0.3,d,Favorable,Unfavorable,8,6,1.97089144266481,0.0722451260787094
0.3,d,Anoxic,Traumatic,5,9,-3.08157297266337,0.00951007879394487
0.35,d,Controls,Coma,20,14,5.0931885841894,1.51548689703801E-05
0.35,d,Controls,Anoxic,20,5,5.99745289811295,4.08170485503121E-06
0.35,d,Controls,Traumatic,20,9,3.41937887474922,0.0020084749009994
0.35,d,Controls,Favorable,20,8,3.49226003054398,0.00172988468947739
0.35,d,Controls,Unfavorable,20,6,5.23834454215365,2.27534297146601E-05
0.35,d,Favorable,Unfavorable,8,6,1.94909831737702,0.0750455814631868
0.35,d,Anoxic,Traumatic,5,9,-2.8419026522221,0.0148442026035131
0.4,d,Controls,Coma,20,14,5.00915890842735,1.93496673681378E-05
0.4,d,Controls,Anoxic,20,5,5.92296654931251,4.88084545917702E-06
0.4,d,Controls,Traumatic,20,9,3.34705635593111,0.00241481598277675
0.4,d,Controls,Favorable,20,8,3.40165444509437,0.00217569295801275
0.4,d,Controls,Unfavorable,20,6,5.21709532099135,2.40063207496598E-05
0.4,d,Favorable,Unfavorable,8,6,1.98205948373344,0.0708476784365649
0.4,d,Anoxic,Traumatic,5,9,-2.74937977747081,0.0176225140859408
0.45,d,Controls,Coma,20,14,5.00722831457884,1.94585545882049E-05
0.45,d,Controls,Anoxic,20,5,5.81952891612284,6.26243188697798E-06
0.45,d,Controls,Traumatic,20,9,3.3554957539582,0.00236358839285482
0.45,d,Controls,Favorable,20,8,3.37136187319579,0.00234821730823373
0.45,d,Controls,Unfavorable,20,6,5.22522194287057,2.35191394371259E-05
0.45,d,Favorable,Unfavorable,8,6,2.00259591579392,0.0683429989631684
0.45,d,Anoxic,Traumatic,5,9,-2.62768703898727,0.0220696711145386
0.5,d,Controls,Coma,20,14,4.97820028860824,2.11712883417992E-05
0.5,d,Controls,Anoxic,20,5,5.67754923187787,8.83229345631877E-06
0.5,d,Controls,Traumatic,20,9,3.35252374028773,0.00238150774615043
0.5,d,Controls,Favorable,20,8,3.3372426696926,0.00255840461679614
0.5,d,Controls,Unfavorable,20,6,5.18722317446952,2.58863208699738E-05
0.5,d,Favorable,Unfavorable,8,6,2.03200468338788,0.0648988847142176
0.5,d,Anoxic,Traumatic,5,9,-2.52435205177565,0.0266949627880864
