region_idx,region_name,mean_Controls,mean_Coma,U_statistic,p_value,fdr_sig
173,7Networks_RH_SalVentAttn_Med_3,18.45,15.8571,172.0,0.26946435468391483,False
174,7Networks_RH_Limbic_OFC_1,1.3,8.8571,47.5,0.00045356963839321673,True
175,7Networks_RH_Limbic_OFC_2,4.35,11.4286,90.0,0.07336678817571159,False
176,7Networks_RH_Limbic_OFC_3,5.45,10.5714,102.5,0.18240469044412577,False
177,7Networks_RH_Limbic_TempPole_1,2.3,2.6429,131.5,0.7704423048510269,False
178,7Networks_RH_Limbic_TempPole_2,1.65,2.5,111.5,0.23766219360790053,False
179,7Networks_RH_Limbic_TempPole_3,1.2,1.2143,138.0,0.9402824072819269,False
180,7Networks_RH_Cont_Par_1,4.9,11.7143,100.0,0.1546969346359809,False
181,7Networks_RH_Cont_Par_2,4.15,11.2857,74.5,0.021868878899919675,False
182,7Networks_RH_Cont_Par_3,8.4,17.0,81.0,0.04000730279153208,False
183,7Networks_RH_Cont_Temp_1,8.7,13.1429,113.5,0.3617093273114431,False
184,7Networks_RH_Cont_PFCv_1,2.75,9.1429,88.0,0.05044989796141621,False
185,7Networks_RH_Cont_PFCl_1,4.55,18.0,54.5,0.002819813823635063,True
186,7Networks_RH_Cont_PFCl_2,8.0,17.2857,84.5,0.05359911879993913,False
187,7Networks_RH_Cont_PFCl_3,7.95,19.4286,69.0,0.01345393866302377,True
188,7Networks_RH_Cont_PFCl_4,7.25,21.0714,60.5,0.005501306981159326,True
189,7Networks_RH_Cont_PFCl_5,9.45,20.3571,69.5,0.014172352033579543,True
190,7Networks_RH_Cont_PFCl_6,8.45,12.6429,93.5,0.1065304752934587,False
191,7Networks_RH_Cont_PFCl_7,16.4,25.7857,97.0,0.1365444320675972,False
192,7Networks_RH_Cont_pCun_1,15.95,21.2857,112.0,0.3349743992993198,False
193,7Networks_RH_Cont_Cing_1,5.8,4.4286,177.0,0.1963483526265689,False
194,7Networks_RH_Cont_Cing_2,2.0,1.2143,176.0,0.12136467288577722,False
195,7Networks_RH_Cont_PFCmp_1,8.4,7.2857,155.5,0.5977783331422042,False
196,7Networks_RH_Cont_PFCmp_2,10.7,14.4286,135.5,0.8884627125326944,False
197,7Networks_RH_Default_Par_1,7.8,12.2857,120.5,0.5036184082736905,False
198,7Networks_RH_Default_Par_2,8.75,13.0714,111.0,0.31497220505586754,False
199,7Networks_RH_Default_Par_3,7.4,13.5714,101.5,0.18108954455409443,False
