region_idx,region_name,mean_Controls,mean_Coma,U_statistic,p_value,fdr_sig
223,G_Supp_Motor_Area-2-R,18.8,9.9231,177.0,0.08630038406320482,False
224,G_Supp_Motor_Area-3-L,17.6,17.1538,143.0,0.6445696512397525,False
225,G_Supp_Motor_Area-3-R,14.05,11.4615,140.0,0.7257320317212607,False
226,S_Cingulate-1-L,13.3,20.8462,79.0,0.06244754169980202,False
227,S_Cingulate-1-R,9.95,16.3846,59.5,0.009777403463536474,False
228,S_Cingulate-2-L,12.6,22.6923,95.0,0.20285685034950063,False
229,S_Cingulate-2-R,14.5,22.6154,87.5,0.12107137676405401,False
230,S_Cingulate-3-L,16.65,28.3846,65.5,0.018295566963220485,False
231,S_Cingulate-3-R,19.1,23.3077,121.5,0.7677316335130374,False
232,S_Cingulate-4-L,19.25,25.6923,115.0,0.5927458184189811,False
233,S_Cingulate-4-R,21.65,22.0769,139.0,0.7539506853037515,False
234,S_Cingulate-5-L,18.5,30.7692,83.0,0.08637936435898314,False
235,S_Cingulate-5-R,19.1,25.3077,116.5,0.6316752946120332,False
236,S_Cingulate-6-L,25.85,32.6923,102.0,0.3103146859926428,False
237,S_Cingulate-6-R,29.3,31.7692,116.5,0.6316752946120332,False
238,S_Cingulate-7-L,22.15,23.2308,130.0,1.0,False
239,S_Cingulate-7-R,17.15,24.3846,104.0,0.34694102225518086,False
240,G_Cingulum_Ant-1-L,37.55,28.3077,172.0,0.12603825043405484,False
241,G_Cingulum_Ant-1-R,31.2,29.9231,137.0,0.8105743895705371,False
242,G_Cingulum_Ant-2-L,23.9,30.4615,100.0,0.27680328368807205,False
243,G_Cingulum_Ant-2-R,21.5,30.3846,99.5,0.2685429867328051,False
244,G_Cingulum_Mid-1-L,3.4,4.6154,125.0,0.8609363354346236,False
245,G_Cingulum_Mid-1-R,3.55,2.1538,168.0,0.136098646958633,False
246,G_Cingulum_Mid-2-L,6.8,5.7692,135.0,0.8662749291089098,False
